Idade,Gênero,IMC,Filhos,Fumante,Região,Encargos
40.0,masculino,27.281951585059000,2.0,não,sul,21640.98
34.0,feminino,26.024168920917010,5.0,sim,sul,29812.08
31.0,masculino,40.135168556523545,2.0,sim,centro-oeste,36267.58
31.0,feminino,25.339705081005638,4.0,,nordeste,18869.85
87.0,feminino,23.845947228539037,4.0,não,nordeste,29322.97
45.0,feminino,23.909354987607142,0.0,sim,norte,30954.68
62.0,feminino,25.834659973720756,1.0,sim,centro-oeste,35317.33
,feminino,25.717724566571467,2.0,sim,sul,
20.0,masculino,,5.0,sim,sudeste,34469.27
62.0,masculino,24.695759242093968,0.0,sim,sul,34747.88
27.0,feminino,37.484248259913025,2.0,não,centro-oeste,24142.12
48.0,masculino,21.242519354929427,1.0,não,norte,20221.26
44.0,feminino,24.561226324613232,1.0,não,norte,21080.61
22.0,masculino,28.181715380409729,3.0,não,sul,18490.86
76.0,masculino,22.315649995674153,0.0,não,centro-oeste,26357.82
38.0,masculino,34.961733558166944,2.0,não,norte,25080.87
54.0,feminino,21.667802122797608,2.0,não,sul,
43.0,masculino,20.902758510345219,4.0,não,sul,19051.38
40.0,feminino,40.037301947944927,1.0,sim,norte,38018.65
46.0,feminino,24.848257790756758,1.0,sim,sul,31624.13
60.0,feminino,20.370434693371249,5.0,sim,norte,32185.22
75.0,masculino,35.753149364016035,0.0,sim,sul,42876.57
60.0,feminino,36.961549275856550,5.0,não,nordeste,30480.77
27.0,masculino,24.795986891211496,5.0,sim,centro-oeste,27797.99
62.0,masculino,24.214755100861557,1.0,não,norte,24507.38
45.0,masculino,35.040469571499186,0.0,sim,norte,36520.23
29.0,masculino,28.917106058764376,3.0,não,sudeste,20258.55
26.0,masculino,22.445374863397089,,não,sudeste,16422.69
79.0,feminino,30.191932011674194,3.0,não,sul,30895.97
60.0,masculino,40.996278911813781,2.0,sim,sul,42498.14
83.0,masculino,30.678388595623517,0.0,sim,norte,41939.19
59.0,masculino,23.315466290299395,5.0,sim,sul,33457.73
25.0,masculino,30.550263627698792,0.0,não,sul,20275.13
35.0,feminino,23.810128613867586,1.0,não,sul,18905.06
67.0,feminino,22.366475677145223,2.0,não,centro-oeste,24583.24
35.0,feminino,26.720763183689431,1.0,não,nordeste,20360.38
49.0,feminino,32.121494559450409,4.0,não,sul,25860.75
38.0,masculino,31.490521150242488,1.0,sim,nordeste,33345.26
30.0,masculino,22.172377860344836,1.0,sim,norte,27086.19
40.0,masculino,35.889892360508860,5.0,,sul,35944.95
20.0,masculino,27.321020718937305,2.0,não,norte,17660.51
30.0,masculino,27.874506992246109,3.0,não,centro-oeste,19937.25
75.0,feminino,,2.0,sim,norte,41986.81
31.0,feminino,23.413829080209174,2.0,não,norte,17906.91
41.0,masculino,,5.0,não,sudeste,21376.25
45.0,feminino,36.925166060174521,0.0,não,sul,27462.58
41.0,masculino,38.129238509607483,3.0,não,,27264.62
29.0,feminino,21.920229725526503,3.0,não,nordeste,16760.11
30.0,feminino,34.714829712438027,5.0,sim,norte,33357.41
,masculino,23.876096047854214,4.0,sim,sudeste,27538.05
52.0,feminino,31.557464168176527,0.0,não,sudeste,26178.73
38.0,feminino,38.563514342845255,2.0,não,centro-oeste,26881.76
38.0,masculino,20.440369588084413,1.0,não,nordeste,17820.18
60.0,masculino,38.422163765866764,2.0,sim,sul,41211.08
42.0,masculino,26.918802947621103,3.0,não,norte,21859.40
23.0,masculino,32.394044772293151,3.0,não,centro-oeste,20797.02
18.0,feminino,33.884276924100641,5.0,não,norte,20542.14
59.0,feminino,25.472402949318142,2.0,sim,norte,34536.20
27.0,feminino,39.613070981903657,3.0,sim,norte,35206.54
63.0,feminino,40.742574723325460,1.0,não,sudeste,32971.29
56.0,masculino,31.504400934648388,0.0,,sudeste,36952.20
48.0,feminino,22.013861945879403,5.0,sim,sul,30606.93
50.0,feminino,20.834609161176029,3.0,sim,norte,30417.30
42.0,feminino,38.823997744356089,1.0,não,nordeste,
23.0,feminino,29.725320484177604,0.0,não,norte,19462.66
23.0,feminino,21.918402865441192,0.0,não,centro-oeste,15559.20
62.0,masculino,35.579130450021407,3.0,não,centro-oeste,30189.57
26.0,masculino,28.231340662678006,2.0,não,norte,19315.67
63.0,masculino,39.946595403458282,3.0,não,norte,32573.30
62.0,feminino,37.045404851555600,3.0,não,centro-oeste,30922.70
20.0,masculino,36.660463990909229,4.0,sim,sudeste,32330.23
61.0,masculino,20.705766970837030,0.0,não,nordeste,22552.88
24.0,feminino,26.080448575054071,0.0,sim,nordeste,27840.22
76.0,masculino,28.799703405098073,0.0,não,norte,29599.85
21.0,feminino,29.109594680511316,5.0,não,centro-oeste,18754.80
26.0,masculino,,5.0,sim,sudeste,29301.56
42.0,feminino,36.243664719883387,3.0,sim,sudeste,36521.83
25.0,masculino,20.445717560468992,1.0,não,sul,15222.86
41.0,masculino,39.601138456222387,5.0,não,sudeste,28000.57
86.0,masculino,25.386119500175716,2.0,sim,nordeste,39893.06
28.0,feminino,37.609608205297750,4.0,sim,nordeste,34404.80
28.0,,35.184355977201293,,sim,norte,33192.18
23.0,masculino,21.683836205474582,3.0,não,norte,15441.92
57.0,masculino,36.572236173834748,0.0,não,nordeste,29686.12
53.0,masculino,28.837354212927634,1.0,sim,sudeste,35018.68
35.0,masculino,39.996768863780884,0.0,sim,nordeste,36998.38
46.0,feminino,32.336618608741054,4.0,não,sudeste,25368.31
42.0,feminino,22.552240518069826,5.0,sim,nordeste,29676.12
46.0,masculino,35.084933044935807,3.0,não,sul,26742.47
57.0,feminino,25.819090632563059,1.0,não,norte,24309.55
23.0,feminino,27.496009220270537,5.0,não,centro-oeste,18348.00
86.0,feminino,37.760194074566796,5.0,sim,sul,46080.10
32.0,feminino,22.884226519610257,0.0,não,norte,17842.11
,feminino,22.322701488460833,1.0,não,sudeste,17361.35
49.0,masculino,29.420550242816621,4.0,sim,sul,34510.28
39.0,feminino,24.735193008538802,0.0,sim,sul,30167.60
51.0,feminino,26.001693297357958,4.0,sim,,33200.85
23.0,masculino,32.682063848876517,3.0,não,sudeste,20941.03
34.0,masculino,24.419469356963135,2.0,não,norte,19009.73
58.0,feminino,34.799557483182458,0.0,não,nordeste,28999.78
62.0,feminino,37.143912698547430,5.0,sim,norte,40971.96
55.0,masculino,32.044519159532241,0.0,não,sul,27022.26
48.0,feminino,29.798312886439493,1.0,não,norte,24499.16
65.0,feminino,39.630103949729367,2.0,não,nordeste,32815.05
49.0,masculino,32.663524411266250,4.0,sim,centro-oeste,36131.76
52.0,feminino,28.199123213863806,2.0,não,sul,24499.56
59.0,feminino,30.771356811245954,0.0,sim,sudeste,37185.68
32.0,feminino,34.106518333384697,3.0,sim,sudeste,33453.26
,feminino,33.952247291143002,5.0,não,nordeste,22176.12
39.0,feminino,29.755753825452704,4.0,não,sul,22677.88
30.0,feminino,22.918705220790169,3.0,sim,nordeste,27459.35
45.0,feminino,25.499282054514933,2.0,não,centro-oeste,21749.64
36.0,feminino,29.288821764111622,0.0,sim,centro-oeste,31844.41
91.0,feminino,37.928630184061620,2.0,,nordeste,47164.32
65.0,masculino,25.239193774912634,2.0,não,sudeste,25619.60
63.0,feminino,23.449231131882775,0.0,não,centro-oeste,24324.62
36.0,feminino,34.752535850640530,0.0,sim,nordeste,34576.27
52.0,masculino,37.886671699523620,4.0,sim,sul,39343.34
31.0,masculino,21.034344533942692,4.0,sim,sul,26717.17
20.0,masculino,27.518076751729518,2.0,não,centro-oeste,17759.04
27.0,masculino,20.625762039926023,2.0,sim,norte,25712.88
32.0,masculino,22.309910487581734,5.0,não,norte,17554.96
24.0,feminino,25.643281866722800,0.0,não,centro-oeste,17621.64
68.0,masculino,31.430950277127322,1.0,sim,nordeste,39315.48
56.0,,34.054406545147410,1.0,sim,norte,38227.20
67.0,feminino,38.751824479971135,5.0,não,nordeste,32775.91
45.0,masculino,25.325430771251580,4.0,sim,centro-oeste,31662.72
39.0,feminino,29.797104097619377,5.0,não,sul,22698.55
22.0,masculino,22.446469319679437,3.0,não,nordeste,15623.23
95.0,feminino,39.846096381921322,3.0,não,norte,38923.05
45.0,masculino,33.222787691537776,2.0,sim,nordeste,35611.39
22.0,feminino,36.305636892506725,5.0,não,centro-oeste,22552.82
46.0,feminino,32.031323275579832,4.0,sim,norte,35215.66
65.0,feminino,38.572395793566834,3.0,sim,centro-oeste,42286.20
56.0,masculino,29.032214802847002,4.0,sim,sul,35716.11
24.0,masculino,26.283727719674364,4.0,sim,sul,27941.86
52.0,feminino,29.796641677971074,1.0,não,,25298.32
54.0,feminino,39.922948896706930,4.0,não,sudeste,30761.47
37.0,feminino,20.524841751088859,2.0,não,nordeste,17662.42
51.0,feminino,34.252401676817087,0.0,não,nordeste,27326.20
29.0,feminino,23.289443207866497,4.0,sim,sudeste,27444.72
18.0,masculino,33.120040105847026,1.0,sim,sul,30160.02
74.0,masculino,29.355586302020975,3.0,não,norte,29477.79
,masculino,22.848304744379312,5.0,não,sul,27424.15
38.0,masculino,30.451445058025873,2.0,não,norte,22825.72
20.0,feminino,32.307475071318016,3.0,sim,sul,30153.74
44.0,masculino,22.250724231455889,2.0,não,norte,19925.36
22.0,feminino,33.552977851146382,4.0,não,norte,21176.49
59.0,feminino,26.455145933862395,2.0,não,nordeste,25027.57
64.0,masculino,40.481643465988827,5.0,sim,norte,43040.82
49.0,masculino,28.079448005164757,5.0,sim,centro-oeste,33839.72
35.0,masculino,36.070645446966071,2.0,não,sudeste,25035.32
57.0,masculino,36.808169487244538,4.0,não,sudeste,29804.08
39.0,feminino,,4.0,não,centro-oeste,20927.65
59.0,feminino,35.905570541763089,4.0,não,centro-oeste,29752.79
24.0,feminino,27.362075344864104,1.0,não,sudeste,18481.04
91.0,masculino,37.500559036732395,0.0,não,nordeste,36950.28
27.0,feminino,24.069105385615665,4.0,sim,sudeste,27434.55
96.0,masculino,31.386717924099948,2.0,sim,norte,44893.36
30.0,feminino,27.250401037654133,5.0,sim,sudeste,29625.20
39.0,feminino,22.788893296597122,4.0,sim,nordeste,29194.45
20.0,feminino,34.226876536502293,2.0,não,nordeste,21113.44
62.0,,38.415050414963925,3.0,sim,norte,41607.53
88.0,feminino,24.094227244531148,5.0,sim,norte,39647.11
36.0,feminino,38.312297710943654,0.0,não,centro-oeste,26356.15
31.0,masculino,21.003787154133396,4.0,não,nordeste,16701.89
57.0,masculino,24.958720431917837,1.0,sim,centro-oeste,33879.36
28.0,masculino,29.693605654062207,5.0,não,sudeste,20446.80
93.0,feminino,20.084951842616500,2.0,não,sudeste,28642.48
42.0,feminino,27.395309937511235,3.0,não,norte,22097.65
65.0,feminino,35.957040129651140,3.0,não,sudeste,30978.52
23.0,feminino,22.629304337080108,,sim,sul,25914.65
96.0,feminino,26.165185406748811,0.0,sim,sul,42282.59
56.0,,27.491801378715138,4.0,sim,norte,34945.90
57.0,feminino,20.405565565937726,3.0,não,sul,21602.78
65.0,feminino,25.941976479374674,3.0,sim,sul,35970.99
58.0,feminino,31.503763392934322,,sim,centro-oeste,37351.88
88.0,feminino,36.929227684450101,2.0,sim,centro-oeste,46064.61
49.0,feminino,36.311811037792652,2.0,sim,nordeste,37955.91
23.0,feminino,20.885754708847567,0.0,sim,sudeste,25042.88
,masculino,36.978796915021734,0.0,não,norte,28489.40
98.0,masculino,34.854835922074612,4.0,não,nordeste,37027.42
19.0,feminino,37.870091985157771,1.0,sim,norte,32735.05
44.0,,27.152583119221880,3.0,sim,nordeste,32376.29
58.0,feminino,31.969041628732090,3.0,sim,sudeste,37584.52
37.0,feminino,28.498472705613190,1.0,não,centro-oeste,21649.24
88.0,feminino,29.827031546599427,2.0,não,nordeste,32513.52
,masculino,33.514026933573856,4.0,não,centro-oeste,26357.01
23.0,feminino,35.153928401852760,2.0,não,norte,22176.96
65.0,feminino,22.333301834306234,3.0,sim,centro-oeste,34166.65
41.0,feminino,35.041921607053481,5.0,não,sul,25720.96
82.0,masculino,39.839797748036739,4.0,não,sul,
25.0,feminino,30.748057770960543,4.0,sim,sudeste,30374.03
48.0,masculino,26.827410848484892,0.0,não,nordeste,23013.71
93.0,masculino,39.978172911199046,3.0,sim,sudeste,48589.09
23.0,feminino,27.290643604385876,4.0,sim,sudeste,28245.32
62.0,feminino,36.737975066852064,4.0,não,sul,30768.99
54.0,masculino,26.400003121712621,4.0,não,nordeste,24000.00
30.0,feminino,34.151757006349095,5.0,não,sul,23075.88
71.0,feminino,40.737331171073180,2.0,sim,sudeste,44568.67
98.0,feminino,34.755795528019181,1.0,sim,nordeste,46977.90
46.0,feminino,27.142682736390415,5.0,sim,sul,
44.0,masculino,31.977853192142253,1.0,sim,centro-oeste,34788.93
39.0,masculino,38.338330398229242,1.0,não,norte,26969.17
36.0,masculino,21.852144642097690,0.0,sim,sul,28126.07
91.0,feminino,35.589754096648106,2.0,não,sudeste,35994.88
53.0,feminino,25.733903133160298,1.0,sim,nordeste,33466.95
51.0,masculino,38.147326718633160,4.0,sim,centro-oeste,39273.66
67.0,feminino,31.423938863190516,4.0,não,sul,29111.97
45.0,feminino,39.597603704535144,2.0,não,nordeste,28798.80
86.0,feminino,39.010311713095574,,não,sudeste,36705.16
55.0,feminino,21.153848384583137,4.0,sim,nordeste,31576.92
59.0,masculino,22.522376847385328,3.0,não,sudeste,23061.19
22.0,masculino,32.477098263785990,1.0,sim,centro-oeste,30638.55
45.0,masculino,31.535724657363135,3.0,não,norte,24767.86
63.0,feminino,24.760309589387347,1.0,sim,nordeste,34980.15
39.0,masculino,26.078204805041381,3.0,não,norte,20839.10
21.0,masculino,31.374124489400774,3.0,sim,norte,29887.06
49.0,masculino,34.849746927131025,2.0,sim,centro-oeste,37224.87
31.0,masculino,21.570867646013378,3.0,sim,norte,26985.43
63.0,masculino,25.019244994419767,3.0,não,sul,25109.62
18.0,masculino,28.920193615583217,1.0,não,sul,18060.10
61.0,masculino,30.447758709829119,4.0,sim,sul,37423.88
68.0,masculino,28.099410216573454,1.0,não,centro-oeste,27649.71
43.0,feminino,35.079957351066744,3.0,não,sul,26139.98
21.0,masculino,35.516305132306216,4.0,não,sudeste,21958.15
41.0,masculino,29.570492400626294,2.0,sim,nordeste,32985.25
39.0,feminino,26.088359871961388,4.0,sim,nordeste,30844.18
19.0,feminino,34.053092472409543,2.0,,nordeste,20826.55
98.0,masculino,38.875266146600961,4.0,não,centro-oeste,39037.63
25.0,feminino,23.748601551302026,3.0,sim,norte,26874.30
81.0,feminino,38.022152113376417,2.0,sim,nordeste,45211.08
18.0,feminino,40.566566965253174,5.0,não,sul,23883.28
85.0,masculino,28.536440611287850,,não,nordeste,31268.22
34.0,feminino,34.978602358069162,2.0,não,centro-oeste,24289.30
78.0,feminino,25.879365576084245,3.0,sim,sudeste,38539.68
,feminino,33.187398605665953,2.0,sim,sul,38993.70
,feminino,28.434548942883736,5.0,não,sul,22017.27
19.0,masculino,24.214611823400698,5.0,sim,nordeste,25907.31
60.0,feminino,39.768761689336275,4.0,sim,sudeste,41884.38
95.0,feminino,39.841145956243737,4.0,não,norte,38920.57
50.0,masculino,40.066888462696426,0.0,sim,centro-oeste,40033.44
96.0,feminino,22.517187689806378,3.0,sim,sul,40458.59
,feminino,20.806483576418259,5.0,sim,sudeste,30003.24
45.0,feminino,23.468457308906024,5.0,não,sudeste,20734.23
27.0,masculino,38.190568717887475,4.0,sim,nordeste,34495.28
82.0,feminino,23.851866381576564,4.0,não,sudeste,28325.93
25.0,masculino,23.768984608486610,0.0,não,sudeste,16884.49
65.0,masculino,34.392904109341924,3.0,sim,norte,40196.45
58.0,feminino,,3.0,não,sudeste,23723.96
77.0,masculino,39.673475767085994,3.0,não,norte,35236.74
26.0,feminino,34.491641465305296,3.0,não,centro-oeste,22445.82
21.0,masculino,23.951819194706031,3.0,não,norte,16175.91
63.0,masculino,32.317000525319334,0.0,não,sul,28758.50
59.0,feminino,30.070927557517772,3.0,não,sul,26835.46
62.0,feminino,33.825308601188407,1.0,não,sul,29312.65
92.0,masculino,39.516910911739468,5.0,sim,nordeste,48158.46
39.0,feminino,29.933476687620271,1.0,sim,sul,32766.74
31.0,masculino,40.281849307475144,0.0,sim,sul,36340.92
52.0,feminino,35.158509826230406,1.0,não,sudeste,
93.0,masculino,31.228788781200702,2.0,sim,nordeste,44214.39
53.0,masculino,36.628614038584504,4.0,sim,centro-oeste,38914.31
19.0,feminino,21.758304007008767,4.0,não,centro-oeste,14679.15
48.0,feminino,28.338849885683676,3.0,sim,sul,33769.42
39.0,feminino,31.424165670662855,4.0,não,sudeste,23512.08
67.0,feminino,30.103738542245191,1.0,sim,sul,38451.87
47.0,masculino,21.394913967255968,4.0,não,sul,20097.46
84.0,masculino,27.248845577377438,1.0,não,nordeste,30424.42
93.0,feminino,29.375779105990397,5.0,não,centro-oeste,33287.89
27.0,masculino,27.052332370887447,5.0,sim,sul,28926.17
77.0,masculino,37.921434694645515,3.0,sim,sudeste,44360.72
87.0,feminino,40.082641010252334,4.0,sim,,47441.32
76.0,masculino,27.905280916010848,0.0,não,,29152.64
32.0,masculino,22.151754627806362,2.0,sim,centro-oeste,27475.88
25.0,masculino,35.069337445633801,2.0,não,norte,22534.67
30.0,feminino,22.110474332584532,0.0,sim,norte,27055.24
19.0,feminino,32.629367185536174,5.0,sim,sul,30114.68
55.0,masculino,25.013055649711810,2.0,sim,centro-oeste,33506.53
86.0,masculino,35.104432263641868,3.0,não,centro-oeste,34752.22
86.0,feminino,40.671990365910539,5.0,sim,centro-oeste,47536.00
35.0,masculino,22.090624172237910,2.0,sim,norte,28045.31
43.0,feminino,36.297846823900982,3.0,não,sudeste,26748.92
23.0,feminino,27.284980634521536,3.0,sim,nordeste,28242.49
32.0,feminino,24.998407766353236,4.0,sim,sul,28899.20
19.0,feminino,28.499411261100703,2.0,não,sul,18049.71
49.0,masculino,34.059277545478632,0.0,sim,norte,36829.64
28.0,feminino,24.650331980478053,,sim,sul,27925.17
18.0,masculino,30.134513887896032,3.0,não,sul,18667.26
37.0,feminino,31.165186307852836,1.0,não,sul,22982.59
41.0,feminino,32.899247163751991,0.0,sim,sul,34649.62
51.0,masculino,28.783719769941590,1.0,sim,sudeste,34591.86
51.0,masculino,30.090151574414626,1.0,não,centro-oeste,25245.08
37.0,feminino,25.183919971931479,4.0,sim,centro-oeste,29991.96
43.0,feminino,35.317087372780302,4.0,sim,centro-oeste,36258.54
25.0,masculino,28.568717122311838,0.0,não,sudeste,19284.36
61.0,masculino,36.269258705113690,3.0,não,nordeste,30334.63
22.0,feminino,37.840022412448114,3.0,sim,,33320.01
39.0,feminino,24.688288038817635,2.0,sim,centro-oeste,30144.14
46.0,masculino,29.253643316585232,5.0,não,centro-oeste,23826.82
49.0,masculino,37.971444179612538,1.0,não,nordeste,28785.72
80.0,masculino,33.050566831412203,1.0,não,sul,32525.28
48.0,masculino,36.238779596877646,0.0,não,norte,27719.39
57.0,feminino,36.281914843904420,4.0,sim,centro-oeste,39540.96
65.0,feminino,24.336555794746482,5.0,não,sul,25168.28
65.0,masculino,23.591952030515632,0.0,sim,norte,34795.98
54.0,feminino,34.874951004721656,0.0,sim,sul,38237.48
51.0,feminino,30.202005163238002,2.0,sim,sudeste,35301.00
93.0,masculino,29.073081579879759,5.0,não,sudeste,33136.54
42.0,masculino,31.816274602034455,2.0,não,sul,24308.14
64.0,feminino,20.610216179894785,0.0,não,nordeste,23105.11
40.0,masculino,25.651650274010154,3.0,sim,centro-oeste,30825.83
73.0,masculino,21.057264919347572,4.0,sim,sul,35128.63
80.0,,21.222946501659055,1.0,sim,sudeste,36611.47
31.0,feminino,39.185435847534273,4.0,sim,norte,35792.72
48.0,feminino,20.639885392383833,0.0,sim,sudeste,29919.94
56.0,feminino,21.943856662067944,4.0,sim,norte,32171.93
81.0,masculino,29.391872537693250,0.0,não,sul,30895.94
22.0,feminino,39.167940625018760,2.0,não,norte,23983.97
97.0,feminino,36.173946407037693,3.0,,norte,37486.97
88.0,masculino,31.324709366019133,4.0,não,centro-oeste,33262.35
26.0,,32.019878105356564,2.0,sim,sudeste,31209.94
60.0,feminino,32.848525616087737,1.0,não,sudeste,28424.26
83.0,masculino,26.355627921948348,5.0,sim,nordeste,39777.81
84.0,feminino,23.623366557808034,0.0,sim,,38611.68
57.0,feminino,24.187390083359487,5.0,não,norte,23493.70
21.0,masculino,36.743501352583417,1.0,não,centro-oeste,22571.75
32.0,feminino,22.296107448191643,5.0,sim,sul,27548.05
22.0,feminino,23.794756129317514,2.0,sim,nordeste,26297.38
21.0,feminino,35.008216512166195,1.0,sim,nordeste,31704.11
45.0,feminino,,2.0,,nordeste,31687.22
31.0,masculino,26.998670546697320,1.0,não,sudeste,19699.34
64.0,feminino,20.732581032369541,4.0,sim,sudeste,33166.29
62.0,feminino,23.540505644751974,,sim,sul,34170.25
39.0,masculino,25.899656530584083,4.0,sim,sul,30749.83
23.0,feminino,40.710625718730914,1.0,sim,nordeste,34955.31
40.0,feminino,33.995515022087179,,sim,sul,34997.76
75.0,masculino,33.519742165860097,2.0,não,sul,31759.87
48.0,feminino,25.868384267186426,4.0,sim,centro-oeste,32534.19
21.0,feminino,31.849957549372602,4.0,sim,sul,30124.98
27.0,feminino,40.985223642521347,3.0,não,norte,25892.61
57.0,feminino,40.891485645820165,3.0,não,sul,31845.74
57.0,masculino,37.156889329436048,4.0,não,sul,29978.44
39.0,masculino,36.273141117439021,3.0,sim,sudeste,35936.57
77.0,masculino,37.318451468695464,0.0,sim,sudeste,44059.23
24.0,masculino,22.149015535696568,5.0,não,norte,15874.51
29.0,feminino,38.641373220016248,0.0,sim,nordeste,35120.69
61.0,masculino,22.098365079514878,2.0,sim,nordeste,33249.18
71.0,masculino,35.158815847853001,5.0,sim,nordeste,41779.41
24.0,masculino,20.190952421965700,4.0,não,sudeste,14895.48
27.0,feminino,23.730583115480849,4.0,sim,sudeste,27265.29
56.0,feminino,22.399534892907243,2.0,sim,centro-oeste,32399.77
94.0,masculino,27.637092351350335,3.0,sim,centro-oeste,42618.55
18.0,feminino,35.444512671781259,2.0,não,centro-oeste,21322.26
25.0,feminino,37.150282986455353,5.0,sim,norte,33575.14
60.0,feminino,32.487267030279758,5.0,sim,sul,
19.0,feminino,40.736799812194736,0.0,não,centro-oeste,24168.40
22.0,feminino,32.418934812651289,1.0,sim,norte,30609.47
50.0,feminino,21.505603289684630,4.0,não,centro-oeste,20752.80
,masculino,30.899250405497611,2.0,sim,norte,34449.63
31.0,feminino,29.782512167150394,2.0,não,centro-oeste,21091.26
33.0,masculino,36.125422181844802,2.0,sim,nordeste,34662.71
61.0,feminino,33.706592326096852,4.0,sim,centro-oeste,39053.30
63.0,masculino,20.874157732298192,1.0,não,norte,23037.08
63.0,feminino,26.940875599477661,2.0,não,sudeste,26070.44
46.0,masculino,22.171183581027300,1.0,não,norte,20285.59
78.0,masculino,20.404672281565677,3.0,sim,sul,35802.34
84.0,masculino,24.434290728863837,4.0,sim,sul,39017.15
80.0,masculino,24.774029990686308,3.0,não,norte,28387.01
21.0,masculino,26.611941397112675,1.0,sim,norte,27505.97
40.0,feminino,24.023140861981312,0.0,sim,sudeste,30011.57
48.0,masculino,40.545284411232361,1.0,sim,sul,39872.64
47.0,masculino,39.917802939010512,3.0,sim,nordeste,39358.90
65.0,masculino,34.556181002058276,0.0,sim,norte,40278.09
85.0,masculino,23.756967579721877,0.0,não,nordeste,28878.48
43.0,masculino,37.915189033133282,0.0,sim,centro-oeste,37557.59
57.0,feminino,20.508292975396422,1.0,não,sul,21654.15
54.0,masculino,31.782932416101012,3.0,não,sudeste,26691.47
54.0,feminino,24.668513603091570,1.0,não,sudeste,23134.26
56.0,masculino,28.307580661255297,2.0,sim,nordeste,35353.79
64.0,masculino,25.155232699036782,5.0,sim,norte,35377.62
65.0,masculino,29.786349300132721,0.0,sim,norte,37893.17
30.0,masculino,27.728455232114861,2.0,não,norte,19864.23
29.0,feminino,40.547734411385994,5.0,não,sudeste,26073.87
27.0,masculino,30.257320775774530,0.0,sim,sul,30528.66
36.0,feminino,29.365788082398888,2.0,não,norte,21882.89
30.0,masculino,35.434122813802547,5.0,não,centro-oeste,23717.06
86.0,feminino,28.796809856930779,4.0,não,norte,31598.40
36.0,feminino,29.582091209946648,,sim,nordeste,31991.05
42.0,feminino,23.872844393312921,4.0,não,sul,20336.42
31.0,masculino,39.261999479214519,5.0,sim,sul,35831.00
29.0,feminino,34.767942838684848,,não,nordeste,23183.97
84.0,feminino,22.538737663054594,1.0,não,centro-oeste,28069.37
32.0,masculino,38.997271941244645,5.0,sim,sudeste,35898.64
64.0,feminino,,5.0,não,sudeste,25304.45
22.0,masculino,30.204462076373849,,não,sul,19502.23
62.0,masculino,22.910975730848676,2.0,não,sul,23855.49
,feminino,37.587120850782912,4.0,sim,sul,34593.56
26.0,feminino,26.856765100634900,5.0,sim,sudeste,28628.38
68.0,,39.819523779454902,2.0,não,,33509.76
30.0,feminino,25.926082751235523,4.0,sim,centro-oeste,28963.04
98.0,feminino,28.965908095762328,3.0,sim,sul,44082.95
38.0,feminino,29.826589715065201,0.0,não,nordeste,22513.29
46.0,feminino,24.871096057424138,1.0,sim,nordeste,31635.55
21.0,feminino,30.729427786754714,2.0,sim,nordeste,29564.71
31.0,masculino,34.290242179619621,5.0,não,sudeste,23345.12
60.0,masculino,,2.0,não,norte,24588.61
32.0,masculino,40.627264107970527,4.0,,sudeste,36713.63
42.0,masculino,25.410260717485463,3.0,sim,sudeste,31105.13
59.0,feminino,38.945473678400078,2.0,não,centro-oeste,31272.74
96.0,masculino,22.642934395456645,4.0,sim,sudeste,40521.47
87.0,masculino,24.672005558180250,1.0,não,centro-oeste,29736.00
30.0,masculino,34.893392186699410,3.0,não,sul,23446.70
89.0,masculino,23.305064425914422,4.0,não,norte,29452.53
95.0,feminino,39.252744288770542,1.0,sim,norte,48626.37
47.0,feminino,39.076774882509957,1.0,sim,sudeste,38938.39
60.0,masculino,25.872179738655491,2.0,não,,24936.09
38.0,masculino,30.494259103604426,0.0,sim,sudeste,32847.13
33.0,masculino,27.729647853689101,5.0,sim,sul,30464.82
37.0,feminino,27.238883607194804,4.0,sim,norte,31019.44
44.0,feminino,23.035762435883473,1.0,sim,nordeste,30317.88
61.0,masculino,27.983484155248305,2.0,sim,nordeste,36191.74
47.0,masculino,32.314057814872400,3.0,não,sul,25557.03
61.0,feminino,33.702393780395597,1.0,sim,sul,39051.20
41.0,masculino,36.484935647307120,0.0,não,nordeste,26442.47
29.0,masculino,28.869794524053653,2.0,sim,centro-oeste,30234.90
58.0,masculino,37.906128385310218,0.0,sim,centro-oeste,40553.06
55.0,,29.188540251840323,4.0,sim,nordeste,35594.27
73.0,masculino,31.946660164865516,0.0,sim,sudeste,40573.33
71.0,feminino,26.301166488340414,4.0,não,norte,27350.58
45.0,feminino,37.953325638642650,5.0,não,centro-oeste,27976.66
29.0,masculino,32.400384237271509,3.0,não,sul,22000.19
36.0,masculino,33.797066100946858,3.0,sim,sul,34098.53
29.0,masculino,32.868816162696304,3.0,não,sudeste,22234.41
28.0,feminino,27.657660661695732,1.0,sim,centro-oeste,29428.83
54.0,masculino,22.125574329151113,3.0,não,centro-oeste,21862.79
91.0,masculino,34.675225521573463,0.0,sim,sudeste,45537.61
51.0,feminino,31.434853277607646,3.0,sim,norte,35917.43
60.0,feminino,30.200380936028318,5.0,sim,centro-oeste,37100.19
36.0,feminino,26.458133041181958,1.0,não,sul,20429.07
62.0,masculino,24.313804907357395,5.0,sim,sul,34556.90
56.0,feminino,29.502411041786953,2.0,sim,centro-oeste,35951.21
70.0,,40.272997514034085,3.0,sim,sul,44136.50
50.0,masculino,26.433590834932315,4.0,sim,centro-oeste,33216.80
65.0,feminino,36.239142534015986,3.0,não,norte,31119.57
